,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
,,,,m7.2022-07-14.maze_cluster0,m7.2022-07-14.maze_cluster1,m7.2022-07-14.maze_cluster2,m7.2022-07-14.maze_cluster3,m7.2022-07-14.maze_cluster4,m7.2022-07-14.maze_cluster5,m7.2022-07-14.maze_cluster6,m7.2022-07-14.maze_cluster7,m7.2022-07-14.maze_cluster8,m7.2022-07-14.maze_cluster9,m7.2022-07-14.maze_cluster10,m7.2022-07-14.maze_cluster11,m7.2022-07-14.maze_cluster12,m7.2022-07-14.maze_cluster13,m7.2022-07-14.maze_cluster14,m7.2022-07-14.maze_cluster15,m7.2022-07-14.maze_cluster16,m7.2022-07-14.maze_cluster17,m7.2022-07-14.maze_cluster18,m7.2022-07-14.maze_cluster19,m7.2022-07-14.maze_cluster20,m7.2022-07-14.maze_cluster21,m7.2022-07-14.maze_cluster22,m7.2022-07-14.maze_cluster23,m7.2022-07-14.maze_cluster24,m7.2022-07-14.maze_cluster25,m7.2022-07-14.maze_cluster26,m7.2022-07-14.maze_cluster27,m7.2022-07-14.maze_cluster28,m7.2022-07-14.maze_cluster29,m7.2022-07-14.maze_cluster30,m7.2022-07-14.maze_cluster31,m7.2022-07-14.maze_cluster32,m7.2022-07-14.maze_cluster33,m7.2022-07-14.maze_cluster34,m7.2022-07-14.maze_cluster35,m7.2022-07-14.maze_cluster36,m7.2022-07-14.maze_cluster37,m7.2022-07-14.maze_cluster38,m7.2022-07-14.maze_cluster39,m7.2022-07-14.maze_cluster40,m7.2022-07-14.maze_cluster41,m7.2022-07-14.maze_cluster42,m7.2022-07-14.maze_cluster43,m7.2022-07-14.maze_cluster44,m7.2022-07-14.maze_cluster45,m7.2022-07-14.maze_cluster46,m7.2022-07-14.maze_cluster47,m7.2022-07-14.maze_cluster48,m7.2022-07-14.maze_cluster49,m7.2022-07-14.maze_cluster50,m7.2022-07-14.maze_cluster51,m7.2022-07-14.maze_cluster52,m7.2022-07-14.maze_cluster53,m7.2022-07-14.maze_cluster54,m7.2022-07-14.maze_cluster55,m7.2022-07-14.maze_cluster56,m7.2022-07-14.maze_cluster57,m7.2022-07-14.maze_cluster58,m7.2022-07-14.maze_cluster59,m7.2022-07-14.maze_cluster60,m7.2022-07-14.maze_cluster61,m7.2022-07-14.maze_cluster62,m7.2022-07-14.maze_cluster63,m7.2022-07-14.maze_cluster64,m7.2022-07-14.maze_cluster65,m7.2022-07-14.maze_cluster66,m7.2022-07-14.maze_cluster68,m7.2022-07-14.maze_cluster69,m7.2022-07-14.maze_cluster70,m7.2022-07-14.maze_cluster71,m7.2022-07-14.maze_cluster72,m7.2022-07-14.maze_cluster73,m7.2022-07-14.maze_cluster74,m7.2022-07-14.maze_cluster75,m7.2022-07-14.maze_cluster76,m7.2022-07-14.maze_cluster77,m7.2022-07-14.maze_cluster78,m7.2022-07-14.maze_cluster79,m7.2022-07-14.maze_cluster80,m7.2022-07-14.maze_cluster81,m7.2022-07-14.maze_cluster82,m7.2022-07-14.maze_cluster83,m7.2022-07-14.maze_cluster84,m7.2022-07-14.maze_cluster85,m7.2022-07-14.maze_cluster86,m7.2022-07-14.maze_cluster87,m7.2022-07-14.maze_cluster88,m7.2022-07-14.maze_cluster89,m7.2022-07-14.maze_cluster90,m7.2022-07-14.maze_cluster91,m7.2022-07-14.maze_cluster92,m7.2022-07-14.maze_cluster93,m7.2022-07-14.maze_cluster94,m7.2022-07-14.maze_cluster95,m7.2022-07-14.maze_cluster96,m7.2022-07-14.maze_cluster97,m7.2022-07-14.maze_cluster98,m7.2022-07-14.maze_cluster99,m7.2022-07-14.maze_cluster100,m7.2022-07-14.maze_cluster101,m7.2022-07-14.maze_cluster102,m7.2022-07-14.maze_cluster103,m7.2022-07-14.maze_cluster104,m7.2022-07-14.maze_cluster105,m7.2022-07-14.maze_cluster106,m7.2022-07-14.maze_cluster107,m7.2022-07-14.maze_cluster108,geodesic,euclidean,future,manhattan,x,y,value,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,non_route,cluster_label,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
0,m7.2022-07-14.maze_trial1,0.0,7.258830781138864,0.03333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.5666666666666667,0.36666666666666664,0.0,0.06666666666666667,0.0,0.03333333333333333,0.1,0.0,0.9333333333333333,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.1,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.1,0.23333333333333334,0.03333333333333333,0.1,0.03333333333333333,0.13333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,1.6333333333333333,0.1,0.3333333333333333,0.06666666666666667,0.0,0.2,0.3,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.0,0.1,0.03333333333333333,0.2,0.16666666666666666,0.0,0.3,0.0,0.16666666666666666,0.0,0.03333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.6395500409979873,0.9051141923686397,1.8488565980414384,1.0800000000000003,1.2173029996517066,1.249993161312554,126.37890259864548,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,3.0,0,0,0,1,0,,,,0.0,
1,m7.2022-07-14.maze_trial1,1.0,7.759274193548387,0.0,0.03333333333333333,0.16666666666666666,0.1,0.0,0.06666666666666667,0.23333333333333334,0.2,0.0,0.06666666666666667,0.23333333333333334,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.06666666666666667,0.0,0.6,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.1,0.1,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.13333333333333333,0.0,0.03333333333333333,0.1,1.4666666666666666,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.23333333333333334,0.13333333333333333,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.36666666666666664,0.0,0.13333333333333333,1.6666666666666667,0.0,0.4,0.0,0.0,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.1,0.0,0.23333333333333334,0.0,0.2,0.0,0.2,0.3333333333333333,0.03333333333333333,0.0,0.0,0.2,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.645142130721918,0.9178235124467012,1.8488565980414384,1.0800000000000003,1.2199456434050342,1.2179040399869643,188.4920975736794,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,4.0,0,0,0,0,1,,,,,0.0
2,m7.2022-07-14.maze_trial1,2.0,8.259596774193549,0.03333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.1,0.23333333333333334,0.06666666666666667,0.0,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.6333333333333333,0.0,0.0,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.3,0.16666666666666666,0.06666666666666667,0.0,0.13333333333333333,1.1666666666666667,0.0,0.03333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.03333333333333333,0.1,0.36666666666666664,0.0,0.1,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.23333333333333334,1.6333333333333333,0.06666666666666667,0.3,0.03333333333333333,0.0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.3,0.1,0.0,0.0,0.5,0.06666666666666667,0.4,0.3333333333333333,0.0,0.1,0.0,0.3,0.0,0.43333333333333335,0.0,0.13333333333333333,0.4,0.1,0.0,0.0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.43333333333333335,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.645142130721918,0.9178235124467012,1.8488565980414384,1.0800000000000003,1.226862259022275,1.2036057659612929,181.21578791712435,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,4.0,0,0,0,0,1,,,,,0.0
3,m7.2022-07-14.maze_trial1,3.0,8.75991935483871,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.4,0.1,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.3,0.0,0.0,0.03333333333333333,0.4,0.06666666666666667,0.0,0.0,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.1,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,1.3666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.03333333333333333,0.1,0.0,0.4,0.1,0.1,0.0,0.0,0.06666666666666667,0.03333333333333333,0.26666666666666666,0.4,0.0,0.23333333333333334,0.0,0.23333333333333334,0.0,0.8,0.0,0.16666666666666666,0.4,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.689142130721918,0.9431131397366193,1.8488565980414384,1.0800000000000003,1.2414921308234133,1.1882194768755054,165.79614366688858,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,4.0,0,0,0,0,1,,,,,0.0
4,m7.2022-07-14.maze_trial1,4.0,9.26024193548387,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.23333333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.1,0.0,0.0,0.0,0.06666666666666667,0.0,0.6,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.4,0.0,0.0,0.06666666666666667,0.7,0.03333333333333333,0.03333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.16666666666666666,0.0,0.06666666666666667,1.5,0.06666666666666667,0.2,0.26666666666666666,0.0,0.13333333333333333,0.0,0.0,0.23333333333333334,0.13333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,0.6666666666666666,0.3,0.0,0.06666666666666667,0.0,0.43333333333333335,0.0,0.6666666666666666,0.03333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.0,0.0,0.1,0.0,0.0,0.5666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.6964754640552513,0.9473280776182722,1.8488565980414384,1.0800000000000003,1.2417598034097768,1.1890166477584587,167.38224290224596,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,4.0,0,0,0,0,1,,,,,0.0
5,m7.2022-07-14.maze_trial1,5.0,9.760564516129032,0.03333333333333333,0.0,0.23333333333333334,0.0,0.0,0.0,0.7,0.1,0.1,0.06666666666666667,0.1,0.0,0.03333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.23333333333333334,0.0,0.06666666666666667,0.03333333333333333,0.4,0.06666666666666667,0.1,0.03333333333333333,0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.1,0.1,0.0,0.0,1.2,0.4,0.5666666666666667,0.2,0.0,0.5,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.0,0.0,0.1,0.1,0.23333333333333334,0.16666666666666666,0.0,0.26666666666666666,0.03333333333333333,0.16666666666666666,0.0,0.3,0.0,0.03333333333333333,0.23333333333333334,0.06666666666666667,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.03333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.6579754640552513,0.925199653739594,1.8488565980414384,1.0800000000000003,1.2299123480446423,1.2170239945359262,196.4271706775343,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,4.0,0,0,0,0,1,,,,,0.0
6,m7.2022-07-14.maze_trial1,6.0,10.260887096774193,0.0,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.1,0.6666666666666666,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.5333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.26666666666666666,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.06666666666666667,0.2,0.5333333333333333,0.0,0.2,0.03333333333333333,0.16666666666666666,0.43333333333333335,0.0,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333,0.0,0.1,0.0,0.0,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,1.6,0.3,0.43333333333333335,0.23333333333333334,0.0,0.6333333333333333,0.13333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.4666666666666667,0.1,0.06666666666666667,0.1,0.0,0.5,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.3,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.5919643388192888,0.861874841466101,1.80772330708266,1.0298333333333334,1.1712689734212853,1.24441357266052,259.85549611598714,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,3.0,0,0,0,1,0,,,,0.1259618866013814,
7,m7.2022-07-14.maze_trial1,7.0,10.761209677419354,0.0,0.0,0.3,0.16666666666666666,0.0,0.03333333333333333,0.9,0.2,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.3,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.0,0.0,0.13333333333333333,0.16666666666666666,0.7,0.0,0.13333333333333333,0.06666666666666667,0.2,0.3,0.0,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.6666666666666667,0.1,0.2,0.26666666666666666,0.0,0.36666666666666664,0.03333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.23333333333333334,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.0,0.23333333333333334,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,1.5216421307219183,0.7971077790590883,1.6967614204812784,0.9565000000000001,1.107843413025063,1.234967104536081,247.42767137269547,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,3.0,0,0,0,1,0,,,,0.1259618866013814,
8,m7.2022-07-14.maze_trial1,8.0,11.261532258064515,0.0,0.0,0.2,0.26666666666666666,0.0,0.03333333333333333,1.2333333333333334,0.2,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.16666666666666666,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.23333333333333334,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.13333333333333333,0.23333333333333334,1.0666666666666667,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.3,0.1,0.0,0.0,0.03333333333333333,0.0,0.0,0.1,1.7666666666666666,0.1,0.03333333333333333,0.4,0.0,0.1,0.16666666666666666,0.23333333333333334,0.06666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.36666666666666664,0.1,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.4651421307219183,0.7421590126111788,1.6817614204812785,0.9,1.047478369421863,1.2159023730034684,261.4391363862415,0.0004971661,0.30658445,0.3681087,0.1432725,9.191114e-10,0.00016195643,0.0001757628,0.16601755999999998,4.2743558e-08,0.0012897425,0.013892118507330409,3.0,0,0,0,1,0,,,,0.1259618866013814,
