,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
,,,,m4.2022-07-09.maze_cluster0,m4.2022-07-09.maze_cluster1,m4.2022-07-09.maze_cluster2,m4.2022-07-09.maze_cluster3,m4.2022-07-09.maze_cluster4,m4.2022-07-09.maze_cluster5,m4.2022-07-09.maze_cluster6,m4.2022-07-09.maze_cluster7,m4.2022-07-09.maze_cluster8,m4.2022-07-09.maze_cluster9,m4.2022-07-09.maze_cluster10,m4.2022-07-09.maze_cluster11,m4.2022-07-09.maze_cluster12,m4.2022-07-09.maze_cluster13,m4.2022-07-09.maze_cluster14,m4.2022-07-09.maze_cluster15,m4.2022-07-09.maze_cluster16,m4.2022-07-09.maze_cluster17,m4.2022-07-09.maze_cluster18,m4.2022-07-09.maze_cluster19,m4.2022-07-09.maze_cluster20,m4.2022-07-09.maze_cluster21,m4.2022-07-09.maze_cluster22,m4.2022-07-09.maze_cluster23,m4.2022-07-09.maze_cluster24,m4.2022-07-09.maze_cluster25,m4.2022-07-09.maze_cluster26,m4.2022-07-09.maze_cluster27,m4.2022-07-09.maze_cluster28,m4.2022-07-09.maze_cluster29,m4.2022-07-09.maze_cluster30,m4.2022-07-09.maze_cluster31,m4.2022-07-09.maze_cluster32,m4.2022-07-09.maze_cluster33,m4.2022-07-09.maze_cluster34,m4.2022-07-09.maze_cluster35,m4.2022-07-09.maze_cluster36,m4.2022-07-09.maze_cluster37,m4.2022-07-09.maze_cluster38,m4.2022-07-09.maze_cluster39,m4.2022-07-09.maze_cluster40,m4.2022-07-09.maze_cluster41,m4.2022-07-09.maze_cluster42,m4.2022-07-09.maze_cluster43,m4.2022-07-09.maze_cluster44,m4.2022-07-09.maze_cluster45,m4.2022-07-09.maze_cluster46,m4.2022-07-09.maze_cluster47,m4.2022-07-09.maze_cluster48,m4.2022-07-09.maze_cluster49,m4.2022-07-09.maze_cluster50,m4.2022-07-09.maze_cluster51,m4.2022-07-09.maze_cluster52,m4.2022-07-09.maze_cluster53,m4.2022-07-09.maze_cluster54,m4.2022-07-09.maze_cluster55,m4.2022-07-09.maze_cluster56,m4.2022-07-09.maze_cluster57,m4.2022-07-09.maze_cluster58,m4.2022-07-09.maze_cluster59,m4.2022-07-09.maze_cluster60,m4.2022-07-09.maze_cluster61,m4.2022-07-09.maze_cluster62,m4.2022-07-09.maze_cluster63,m4.2022-07-09.maze_cluster64,m4.2022-07-09.maze_cluster65,m4.2022-07-09.maze_cluster66,m4.2022-07-09.maze_cluster67,m4.2022-07-09.maze_cluster68,m4.2022-07-09.maze_cluster69,m4.2022-07-09.maze_cluster70,m4.2022-07-09.maze_cluster71,m4.2022-07-09.maze_cluster72,m4.2022-07-09.maze_cluster73,m4.2022-07-09.maze_cluster74,m4.2022-07-09.maze_cluster75,m4.2022-07-09.maze_cluster76,geodesic,euclidean,future,manhattan,x,y,value,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,non_route,cluster_label,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
0,m4.2022-07-09.maze_trial1,0.0,7.256949404761905,0.06666666666666667,0.1,0.3,0.0,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.1,0.16666666666666666,0.16666666666666666,0.3,0.1,0.0,0.0,0.2,0.03333333333333333,0.06666666666666667,0.0,0.0,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.1,0.3333333333333333,0.3,0.0,0.0,0.13333333333333333,0.2,0.0,0.03333333333333333,0.03333333333333333,0.3,0.1,0.36666666666666664,0.13333333333333333,0.2,0.0,0.0,0.5333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.1,0.16666666666666666,0.36666666666666664,0.0,0.03333333333333333,0.0,0.1,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0,1.4380473769073059,0.7696666666666665,2.713380286495093,0.7696666666666665,0.9181298023063391,0.5159335174534319,94.8160772756402,0.00090416573,0.0043048305,2.4343797e-06,0.07103768,0.001133448,0.40212733,0.038148772,4.0049710000000005e-08,0.33502713,0.0013117724,0.14600239694058992,2.0,0,0,1,0,0,,,0.13629876290322063,,
1,m4.2022-07-09.maze_trial1,1.0,7.777569786535303,0.13793103448275862,0.06896551724137931,0.27586206896551724,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.20689655172413793,0.1724137931034483,0.3103448275862069,0.3103448275862069,0.0,0.0,0.13793103448275862,0.2413793103448276,0.06896551724137931,0.06896551724137931,0.0,0.0,0.10344827586206896,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.0,0.13793103448275862,0.20689655172413793,0.4482758620689655,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,0.0,0.0,0.2413793103448276,0.13793103448275862,0.3448275862068966,0.034482758620689655,0.20689655172413793,0.0,0.0,0.41379310344827586,0.0,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,0.034482758620689655,0.20689655172413793,0.1724137931034483,0.0,0.06896551724137931,0.0,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,1.559364256480727,0.8833942039838244,2.5770815235918723,0.8981034482758619,1.0278961462251532,0.49387047403789885,128.08547728892398,0.00090416573,0.0043048305,2.4343797e-06,0.07103768,0.001133448,0.40212733,0.038148772,4.004971e-08,0.33502712999999995,0.0013117723999999998,0.14600239694058992,2.0,0,0,1,0,0,,,0.13629876290322063,,
2,m4.2022-07-09.maze_trial1,2.0,8.271800595238096,0.03333333333333333,0.23333333333333334,0.1,0.03333333333333333,0.1,0.1,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.0,0.16666666666666666,0.1,0.06666666666666667,0.1,0.1,0.03333333333333333,0.26666666666666666,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.1,0.36666666666666664,0.5333333333333333,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.03333333333333333,0.7,0.13333333333333333,0.13333333333333333,0.0,0.03333333333333333,0.2,0.0,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.23333333333333334,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.1,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,1.5975710653609585,0.9016789894413642,2.553856598041439,0.9549999999999998,1.052796589414425,0.45714415289669813,151.19628671576984,0.00090416573,0.0043048305,2.4343797e-06,0.07103768,0.001133448,0.40212733,0.038148772,4.0049710000000005e-08,0.33502713,0.0013117724,0.14600239694058992,0.0,1,0,0,0,0,0.0,,,,
3,m4.2022-07-09.maze_trial1,3.0,8.77090773809524,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.1,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.1,0.1,0.03333333333333333,0.0,0.0,0.06666666666666667,0.2,0.06666666666666667,0.1,0.1,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.13333333333333333,0.1,0.36666666666666664,0.0,0.0,0.1,0.16666666666666666,0.0,0.0,0.03333333333333333,0.23333333333333334,0.1,0.06666666666666667,0.1,0.16666666666666666,0.0,0.03333333333333333,0.6,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.2,0.13333333333333333,0.1,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,1.6185710653609584,0.9035436086382624,2.5328565980414393,0.9759999999999998,1.0535155464106727,0.4323936050591318,174.30025867039456,0.00090416573,0.0043048305,2.4343797e-06,0.07103768,0.001133448,0.40212733,0.038148772,4.0049710000000005e-08,0.33502713,0.0013117724,0.14600239694058992,3.0,0,0,0,1,0,,,,0.0,
4,m4.2022-07-09.maze_trial1,4.0,9.270014880952381,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.1,0.26666666666666666,0.23333333333333334,0.4666666666666667,0.26666666666666666,0.16666666666666666,0.23333333333333334,0.4666666666666667,0.0,0.0,0.1,0.2,0.06666666666666667,0.1,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.1,0.06666666666666667,0.36666666666666664,0.4,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.2,0.03333333333333333,0.4666666666666667,0.16666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.43333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,1.6950710653609584,0.9216611781213125,2.449023264708105,1.0524999999999998,1.06096877912712,0.36398605906956566,177.12375604151026,0.00021135346786666664,0.0014867220733333331,0.0004666689252633334,0.017433137483333336,0.0005284255403333333,0.0971433579,0.009019540946666665,0.028700678178265666,0.7491030836666667,0.000771625864,0.09513540595427103,2.0,0,0,1,0,0,,,0.0,,
5,m4.2022-07-09.maze_trial1,5.0,9.769122023809524,0.06666666666666667,0.1,0.23333333333333334,0.0,0.2,0.36666666666666664,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.23333333333333334,0.0,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.2,0.26666666666666666,0.0,0.0,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.3,0.13333333333333333,0.0,0.0,0.4666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.1,0.16666666666666666,0.23333333333333334,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,1.7225710653609583,0.9178235124467011,2.4288565980414387,1.0799999999999998,1.0505142005487709,0.3379305555049494,198.2943062591459,4.97562e-07,0.0006290369,0.0006079577,0.0011187115,0.00034428827,0.004322149,0.0001541228,0.037435655,0.8751262,0.00060723344,0.07965414782800005,0.0,1,0,0,0,0,0.03969839252005336,,,,
6,m4.2022-07-09.maze_trial1,6.0,10.268449074074075,0.03333333333333333,0.13333333333333333,0.3,0.0,0.26666666666666666,0.26666666666666666,0.03333333333333333,0.2,0.3,0.1,0.13333333333333333,0.23333333333333334,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.0,0.1,0.03333333333333333,0.1,0.13333333333333333,0.16666666666666666,0.2,0.0,0.0,0.2,0.16666666666666666,0.0,0.03333333333333333,0.0,0.23333333333333334,0.0,0.36666666666666664,0.2,0.23333333333333334,0.0,0.03333333333333333,0.5,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.0,0.1,0.23333333333333334,0.03333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,1.748237732027625,0.9180300198642384,2.3891582055213854,1.0983333333333332,1.039971749682571,0.30486858928834015,201.42651890893424,4.97562e-07,0.0006290369,0.0006079577,0.0011187115,0.00034428827,0.004322149,0.0001541228,0.037435655,0.8751262,0.00060723344,0.07965414782800005,0.0,1,0,0,0,0,0.03969839252005336,,,,
7,m4.2022-07-09.maze_trial1,7.0,10.768628747795415,0.06666666666666667,0.13333333333333333,0.2,0.0,0.16666666666666666,0.3333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.2,0.0,0.0,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.1,0.26666666666666666,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.1,0.23333333333333334,0.2,0.0,0.0,0.06666666666666667,0.2,0.0,0.03333333333333333,0.03333333333333333,0.1,0.0,0.4666666666666667,0.43333333333333335,0.3,0.0,0.0,0.5333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.03333333333333333,0.0,0.23333333333333334,0.1,0.06666666666666667,0.1,0.2,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,1.8055710653609582,0.9377370115958336,2.2275947538146124,1.163,1.0487184225113513,0.2472979054760292,188.10272032603592,4.97562e-07,0.0006290369,0.0006079577,0.0011187115,0.00034428827,0.004322149,0.0001541228,0.037435655,0.8751262,0.00060723344,0.07965414782800005,2.0,0,0,1,0,0,,,0.0,,
8,m4.2022-07-09.maze_trial1,8.0,11.268893298059966,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.2,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.1,0.0,0.23333333333333334,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.03333333333333333,0.1,0.06666666666666667,0.23333333333333334,0.1,0.0,0.03333333333333333,0.1,0.13333333333333333,0.0,0.0,0.0,0.2,0.0,0.23333333333333334,0.26666666666666666,0.3333333333333333,0.0,0.03333333333333333,0.7,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.8277377320276247,0.9442420180550201,2.206761420481279,1.1851666666666667,1.04719457336822,0.22407112635722407,215.1254620703477,4.97562e-07,0.0006290369,0.0006079577,0.0011187115,0.00034428827,0.004322149,0.0001541228,0.037435655,0.8751262,0.00060723344,0.07965414782800005,3.0,0,0,0,1,0,,,,0.0,
