,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
628,m7.2022-07-01.maze_trial18,1979.0,997.7722569659443,0.0,0.0,0.0,0.1,0.1,0.0,0.06666666666666667,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.7333333333333334,0.0,0.0,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.26666666666666666,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.23333333333333334,0.16666666666666666,0.23333333333333334,0.0,0.13333333333333333,0.1,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.1,0.0,0.0,0.0,0.3333333333333333,0.1,0.26666666666666666,0.3,1.6333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.4,0.26666666666666666,0.5333333333333333,0.03333333333333333,0.8666666666666667,0.0,0.2,0.23333333333333334,0.0,0.1,0.06666666666666667,0.1,0.4,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.5,0.3333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.4666666666666667,0.0,0.0,0.4666666666666667,0.0,0.0,0.06666666666666667,0.3,0.0,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,1.3367614204812788,0.7636753236814712,2.179666242921118,1.0799999999999998,0.12978787867143685,1.050984225829916,202.9672960439501,1.2032591e-05,4.880117e-05,1.1298106e-09,7.088382e-10,1.2441035e-05,0.5375539,2.5120737e-05,1.792425e-10,0.45457432,2.8167242e-05,0.00774521520710858,1.0,0,1,0,0,0,,0.2407568847197883,,,
629,m7.2022-07-01.maze_trial18,1980.0,998.2730619195046,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333,0.1,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.0,0.1,0.03333333333333333,0.0,0.3333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.23333333333333334,0.16666666666666666,0.3333333333333333,0.13333333333333333,1.3,0.06666666666666667,0.0,0.03333333333333333,0.0,0.1,0.1,0.2,0.43333333333333335,0.03333333333333333,0.5333333333333333,0.0,0.2,0.23333333333333334,0.06666666666666667,0.0,0.03333333333333333,0.0,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.2,0.0,0.03333333333333333,0.6333333333333333,0.03333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,0.1,0.16666666666666666,0.06666666666666667,0.0,0.06666666666666667,1.3877614204812787,0.7394361479171312,2.1502154815556995,1.0436666666666665,0.13393070741405827,1.0061836436747558,182.7144467005698,1.2032591e-05,4.880117e-05,1.1298106e-09,7.088382e-10,1.2441035e-05,0.5375539,2.5120737e-05,1.792425e-10,0.45457432,2.8167242e-05,0.00774521520710858,1.0,0,1,0,0,0,,0.2407568847197883,,,
630,m7.2022-07-01.maze_trial18,1981.0,998.765520123839,0.0,0.0,0.0,0.13793103448275862,0.1724137931034483,0.0,0.0,0.0,0.034482758620689655,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344827,0.034482758620689655,0.0,0.034482758620689655,0.2413793103448276,0.0,0.06896551724137931,0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.2413793103448276,0.1724137931034483,0.0,0.1724137931034483,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.10344827586206896,0.3103448275862069,0.20689655172413793,0.1724137931034483,1.3448275862068966,0.034482758620689655,0.0,0.0,0.0,0.20689655172413793,0.27586206896551724,0.3448275862068966,0.5517241379310345,0.0,0.6896551724137931,0.034482758620689655,0.2413793103448276,0.2413793103448276,0.0,0.0,0.13793103448275862,0.034482758620689655,0.27586206896551724,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.0,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.0,0.0,0.41379310344827586,0.0,0.0,0.10344827586206896,0.3103448275862069,0.0,0.034482758620689655,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.034482758620689655,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.0,0.06896551724137931,1.4890586373695323,0.6704844805583446,2.011242691534663,0.9321648877907076,0.13740537884762025,0.8918048001079231,192.84094094144913,3.589976010344827e-05,0.00011466450551724137,0.0032356974737408556,0.00040674301140364137,5.680460310344827e-05,0.5383050120689655,7.39348988275862e-05,3.45786475862069e-10,0.4493068103448276,7.35506548275862e-05,0.008390882332896605,1.0,0,1,0,0,0,,0.2407568847197883,,,
631,m7.2022-07-01.maze_trial18,1982.0,999.2579783281734,0.0,0.0,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333,0.26666666666666666,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.23333333333333334,0.13333333333333333,0.0,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.26666666666666666,0.1,0.36666666666666664,0.13333333333333333,1.2333333333333334,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.1,0.23333333333333334,0.36666666666666664,0.0,0.5,0.0,0.6,0.3,0.13333333333333333,0.0,0.0,0.1,0.23333333333333334,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.23333333333333334,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.428571065360959,0.5949636452390011,1.8143807102406386,0.786,0.13780865268044612,0.7579484109880693,182.66918030536058,4.73414984e-05,0.00012561788953333335,0.037037934343333336,0.0046975353579999995,7.151987466666667e-05,0.514315756,0.00010076665333333333,3.4105702666666667e-10,0.43315939433333334,9.253045953333334e-05,0.010351603248809666,2.0,0,0,1,0,0,,,0.0,,
632,m7.2022-07-01.maze_trial18,1983.0,999.7587832817337,0.0,0.0,0.0,0.03333333333333333,0.2,0.0,0.0,0.0,0.03333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.6666666666666667,0.26666666666666666,0.0,0.1,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.3333333333333333,0.23333333333333334,0.0,0.1,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.2,0.13333333333333333,0.1,0.26666666666666666,1.7,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.1,0.43333333333333335,0.5666666666666667,0.06666666666666667,0.7333333333333333,0.0,0.3,0.2,0.06666666666666667,0.0,0.03333333333333333,0.1,0.23333333333333334,0.0,0.03333333333333333,0.0,0.0,0.1,0.0,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.3,0.0,0.03333333333333333,0.0,0.1,0.0,0.03333333333333333,0.0,0.03333333333333333,0.1,0.13333333333333333,0.0,0.03333333333333333,0.0,1.3118504223689802,0.5602599013812523,1.6902140435739723,0.671,0.14272714383628043,0.6374116150661183,177.38394304228729,5.1399697e-05,0.000101198726,0.0932945,0.011841264,6.774554999999998e-05,0.47238553,0.00011499227,2.233006e-10,0.40873447,9.545108e-05,0.013313448453699417,1.0,0,1,0,0,0,,0.12183333333333324,,,
633,m7.2022-07-01.maze_trial18,1984.0,1000.2593840200047,0.0,0.0,0.0,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,0.2,0.0,0.13333333333333333,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.2,0.06666666666666667,0.0,0.03333333333333333,0.23333333333333334,0.23333333333333334,0.0,0.1,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.23333333333333334,0.4,0.1,1.2,0.0,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.43333333333333335,0.7,0.0,0.9333333333333333,0.03333333333333333,0.3,0.23333333333333334,0.1,0.03333333333333333,0.2,0.13333333333333333,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.43333333333333335,0.0,0.0,0.06666666666666667,0.3,0.0,0.0,0.0,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.1,0.0,0.06666666666666667,1.2220710653609592,0.5286825383593463,1.607880710240639,0.5795000000000001,0.16171464611355785,0.5551669312246813,152.74020981324563,5.353181886666667e-05,0.0001367998336,0.30451757333333335,0.005240842617333334,8.2562665e-05,0.20470299068990333,0.00017202433466666664,3.024243176666667e-10,0.457881572,0.00015556672933333333,0.02705653567553904,1.0,0,1,0,0,0,,0.12183333333333324,,,
634,m7.2022-07-01.maze_trial18,1985.0,1000.7595865384615,0.03333333333333333,0.03333333333333333,0.0,0.1,0.2,0.0,0.0,0.0,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.2,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.2,0.1,0.0,0.0,0.3333333333333333,0.2,0.0,0.16666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.26666666666666666,0.8666666666666667,0.13333333333333333,1.6,0.1,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.36666666666666664,0.3,0.36666666666666664,0.06666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.1,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.3333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.3,0.0,0.03333333333333333,0.0,0.1,0.0,0.06666666666666667,0.43333333333333335,0.0,0.0,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.03333333333333333,0.16666666666666666,1.1825710653609591,0.5026160136699975,1.568380710240639,0.5400000000000001,0.1759062481244457,0.5361783600391159,130.2218316844096,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,1.0,0,1,0,0,0,,0.12183333333333324,,,
635,m7.2022-07-01.maze_trial18,1986.0,1001.2597788461538,0.0,0.1,0.03333333333333333,0.4666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.1,0.3333333333333333,0.1,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.36666666666666664,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.7,0.1,1.1333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.23333333333333334,0.26666666666666666,0.16666666666666666,0.06666666666666667,0.2,0.0,0.1,0.23333333333333334,0.0,0.16666666666666666,0.13333333333333333,0.1,0.3,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.0,0.03333333333333333,1.1825710653609591,0.5026160136699975,1.568380710240639,0.5400000000000001,0.17596900678869384,0.5393083248477855,136.58766272046262,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,1.0,0,1,0,0,0,,0.12183333333333324,,,
636,m7.2022-07-01.maze_trial18,1987.0,1001.7599474404599,0.0,0.2,0.03333333333333333,0.8,0.2,0.0,0.03333333333333333,0.0,0.43333333333333335,0.6,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.03333333333333333,0.06666666666666667,0.5666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.03333333333333333,0.13333333333333333,0.3,0.03333333333333333,0.4666666666666667,0.06666666666666667,0.8,0.23333333333333334,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.2,0.3,0.2,0.0,0.3,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.1,0.1,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.23333333333333334,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.0,0.0,0.2,0.0,0.0,0.06666666666666667,0.6,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.9333333333333333,0.0,0.0,0.3,0.0,0.03333333333333333,0.0,0.1,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.2,0.06666666666666667,0.06666666666666667,1.1825710653609591,0.5026160136699975,1.568380710240639,0.5400000000000001,0.17533947212217077,0.5383063498783849,142.79303903089613,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,3.0,0,0,0,1,0,,,,0.0,
637,m7.2022-07-01.maze_trial18,1988.0,1002.2598336298933,0.0,0.0,0.0,0.43333333333333335,0.3333333333333333,0.0,0.1,0.0,0.16666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.1,0.1,0.1,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.06666666666666667,0.1,0.36666666666666664,0.4,0.0,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.3333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0,0.2,0.06666666666666667,0.26666666666666666,0.16666666666666666,1.7,0.1,0.0,0.0,0.03333333333333333,0.13333333333333333,0.3,0.2,0.3333333333333333,0.03333333333333333,0.5,0.0,0.43333333333333335,0.26666666666666666,0.1,0.1,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.23333333333333334,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.36666666666666664,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.0,0.5666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.1,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.2,0.23333333333333334,0.0,0.06666666666666667,1.1825710653609591,0.5026160136699975,1.568380710240639,0.5400000000000001,0.17533916455204218,0.5359117990479478,136.7346510387869,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,1.0,0,1,0,0,0,,0.08999999999999986,,,
638,m7.2022-07-01.maze_trial18,1989.0,1002.7596379003559,0.0,0.0,0.0,0.2,0.23333333333333334,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.03333333333333333,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.1,0.0,0.3,0.6333333333333333,0.4666666666666667,0.0,0.36666666666666664,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.3,1.5666666666666667,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.4,0.3333333333333333,0.6333333333333333,0.1,0.7,0.0,0.13333333333333333,0.36666666666666664,0.06666666666666667,0.03333333333333333,0.26666666666666666,0.2,0.6666666666666666,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.13333333333333333,0.3333333333333333,0.0,0.0,0.23333333333333334,0.0,0.0,0.03333333333333333,0.26666666666666666,0.03333333333333333,0.0,1.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.1,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.1,0.16666666666666666,0.06666666666666667,0.0,0.1,1.171571065360959,0.5227693356116663,1.4973807102406391,0.5290000000000001,0.1756246760202901,0.5181677620384277,153.27319567457855,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,1.0,0,1,0,0,0,,0.08999999999999986,,,
639,m7.2022-07-01.maze_trial18,1990.0,1003.2594421708185,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,0.03333333333333333,0.0,0.06666666666666667,0.0,0.1,0.16666666666666666,0.0,0.06666666666666667,0.0,0.06666666666666667,0.16666666666666666,0.1,0.0,0.1,0.4,0.23333333333333334,0.0,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.3,0.06666666666666667,0.0,0.0,0.1,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.7,0.06666666666666667,1.5666666666666667,0.06666666666666667,0.0,0.0,0.03333333333333333,0.06666666666666667,0.23333333333333334,0.2,0.4,0.0,0.5333333333333333,0.0,0.3,0.16666666666666666,0.1,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.36666666666666664,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.1,0.3,0.03333333333333333,0.0,1.1337377320276258,0.49116666666666675,1.4783807102406392,0.49116666666666675,0.19493392557958464,0.5184990786901678,112.17048141098272,5.5162265e-05,0.00016402421,0.4660411,0.00019346156,9.38934e-05,4.5782763e-06,0.00021563709,3.6293069e-10,0.49546465,0.00020153752,0.03756595531576934,1.0,0,1,0,0,0,,0.08999999999999986,,,
640,m7.2022-07-01.maze_trial18,1991.0,1003.7592464412812,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,2.6333333333333333,0.1,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.36666666666666664,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.4666666666666667,0.13333333333333333,0.1,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.1,0.03333333333333333,0.4,0.03333333333333333,1.5666666666666667,0.13333333333333333,0.0,0.0,0.0,0.1,0.03333333333333333,0.43333333333333335,0.16666666666666666,0.0,0.13333333333333333,0.0,0.4,0.1,0.16666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.03333333333333333,0.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,1.0424043986942928,0.39983333333333343,1.4282140435739727,0.39983333333333343,0.2899578337554509,0.5173897951282181,95.82285962374425,4.793940366666667e-05,8.908974226666667e-05,0.5041462733333334,0.00011697032426666666,8.798533066666666e-05,0.0030122591956066665,0.0001256889236,2.1724203933333333e-10,0.47062537,0.000116088992,0.02163233453735133,2.0,0,0,1,0,0,,,0.5135236884536528,,
641,m7.2022-07-01.maze_trial18,1992.0,1004.2590507117437,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666666,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.1,0.03333333333333333,0.0,0.0,0.1,0.0,0.13333333333333333,0.23333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.43333333333333335,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.3,0.23333333333333334,0.16666666666666666,0.1,1.2,0.23333333333333334,0.1,0.0,0.0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.3,0.03333333333333333,0.13333333333333333,0.0,0.7333333333333333,0.13333333333333333,0.23333333333333334,0.0,0.0,0.03333333333333333,0.1,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.0,0.0,0.7666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.1,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.9069266491662181,0.2553744210046103,1.2768918354766021,0.2636490740504548,0.43920814689614446,0.5040050918708701,123.78288996877862,3.47330238e-05,1.4897407269002666e-05,0.6569970666666667,0.012609039145566665,0.00011763088366666667,0.0035745207122277202,0.0291523997094,1.8149967766666666e-10,0.2842976504393512,2.692654016e-05,0.013175135290392456,2.0,0,0,1,0,0,,,0.5135236884536528,,
642,m7.2022-07-01.maze_trial18,1993.0,1004.7588549822065,0.0,0.0,0.0,0.1,0.36666666666666664,0.0,0.06666666666666667,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.4333333333333333,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.23333333333333334,0.06666666666666667,0.0,0.23333333333333334,0.13333333333333333,0.0,0.03333333333333333,0.0,0.23333333333333334,0.16666666666666666,0.13333333333333333,0.1,1.1333333333333333,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.5666666666666667,0.0,0.3,0.0,0.23333333333333334,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.03333333333333333,0.3333333333333333,0.0,0.0,0.8666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.9050473769073064,0.19151811673942223,1.1504967002909972,0.23818544972870145,0.5016717358364854,0.46427740942432394,166.14979468696626,2.2838374e-05,2.4009728e-10,0.8634213,0.034301855,0.00017776608,1.2425742e-10,0.07942539,3.399514e-10,4.6652776e-08,2.0624668e-06,0.022648740722117977,2.0,0,0,1,0,0,,,0.5135236884536528,,
