,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
1604,m7.2022-07-01.maze_trial45,3576.0,1796.2634029126214,0.0,0.0,0.0,0.06666666666666667,0.23333333333333334,0.0,0.06666666666666667,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,0.26666666666666666,0.0,0.4666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.23333333333333334,0.0,0.8333333333333334,0.2,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.1,0.0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.16666666666666666,0.3,0.26666666666666666,0.0,0.23333333333333334,0.1,0.0,0.0,0.7,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.04183333333333333,0.04183333333333323,0.006999999999999998,0.04183333333333323,1.0069974019516998,0.3296565015671307,100.91695379646924,5.3809256e-11,2.1475380000000003e-05,0.33989197,8.631384000000002e-05,3.7815417e-11,4.6886276e-11,0.64616674,7.789463e-05,2.7376365e-05,4.1161296e-05,0.013687068350489162,4.0,0,0,0,0,1,,,,,0.11466666666666667
1605,m7.2022-07-01.maze_trial45,3577.0,1796.6968203883496,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,1.0909090909090908,0.45454545454545453,0.0,1.1818181818181819,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.0,1.0454545454545454,0.36363636363636365,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.0,0.09090909090909091,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.3181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.0,0.13636363636363635,0.6818181818181818,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,1.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.22727272727272727,0.045454545454545456,0.0,0.0,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,1.0450383765317868,0.32806036836262814,82.1771730214224,,,,,,,,,,,,4.0,0,0,0,0,1,,,,,0.11466666666666667
1606,m7.2022-07-01.maze_trial46,3608.0,1812.2698572485206,0.0,0.15,0.05,0.0,0.3,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.75,0.35,0.0,0.0,0.05,0.15,0.0,0.25,0.2,0.0,0.05,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.2,0.3,0.45,0.05,2.05,0.0,0.1,0.3,0.0,0.15,0.0,0.8,0.3,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.0,0.05,0.3262784261443837,0.23862287417858652,0.3314403551203197,0.3352500000000001,1.2128038039632618,0.8509619829388815,302.90140633257715,3.1909604e-08,0.010381258,0.002438159,0.009488854,1.6119464000000003e-09,0.0025920495,0.8073846,0.007177936,0.010551066,5.3395373e-09,0.14998603863891224,2.0,0,0,1,0,0,,,0.11578614399262219,,
1607,m7.2022-07-01.maze_trial46,3609.0,1812.7838516326976,0.0,0.07407407407407407,0.0,0.07407407407407407,0.14814814814814814,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1481481481481484,0.14814814814814814,0.0,0.14814814814814814,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.2962962962962963,0.0,0.14814814814814814,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.037037037037037035,0.2962962962962963,0.07407407407407407,1.4074074074074074,0.0,0.07407407407407407,0.6296296296296297,0.0,0.1111111111111111,0.0,0.5925925925925926,0.1111111111111111,0.0,0.0,0.0,0.0,0.037037037037037035,0.37037037037037035,0.0,0.0,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.21565421112769753,0.1861357686633951,0.21565421112769753,0.23907407407407413,1.1120936749327892,0.8622960421464148,251.0860481648667,0.01928259305419511,0.0069893059259259266,0.0015353289179074073,0.006593260962962962,1.1531720592592593e-09,0.001632032934939778,0.8086547851851852,0.004918703666666667,0.006643524156518519,3.518546014814815e-09,0.14375046052398033,2.0,0,0,1,0,0,,,0.11578614399262219,,
1608,m7.2022-07-01.maze_trial46,3610.0,1813.327877218935,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.5,0.0,0.35,0.0,0.15,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.35,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.15,0.5,0.35,0.6,0.0,0.3,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.6,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.05,0.05,0.1,0.3,0.09420951775601598,0.09213703717714287,0.09420951775601598,0.09549999999999997,1.0596057232606768,0.7825088461117902,199.61177192892129,0.052062947000000005,0.0012229874,5.1777835e-07,0.0016707528,3.7325568000000005e-10,4.7743374e-09,0.8108141,0.0010780087,7.030226e-07,4.2286083e-10,0.13314997772859605,4.0,0,0,0,0,1,,,,,0.09420951775601598
1609,m7.2022-07-01.maze_trial46,3611.0,1813.7279464766004,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,2.3636363636363638,0.2727272727272727,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.0,1.0454545454545454,0.45454545454545453,0.0,0.0,0.0,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.36363636363636365,0.3181818181818182,0.0,0.3181818181818182,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.045454545454545456,0.6818181818181818,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.13636363636363635,0.0,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.035,0.03499999999999996,0.035,0.03499999999999996,1.0543322426877342,0.7214466052860741,193.89907381304636,0.052062947000000005,0.0012229874,5.1777835e-07,0.0016707528,3.7325568000000005e-10,4.7743374e-09,0.8108141,0.0010780087,7.030226e-07,4.2286083e-10,0.13314997772859605,4.0,0,0,0,0,1,,,,,0.09420951775601598
1610,m7.2022-07-01.maze_trial46,3612.0,1814.1295340236686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.07142857142857142,0.0,1.1428571428571428,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.8571428571428571,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.7857142857142857,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,1.2857142857142858,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.050446137469732,0.7007091626026337,181.69233841858411,,,,,,,,,,,,4.0,0,0,0,0,1,,,,,0.09420951775601598
1611,m7.2022-07-01.maze_trial47,3648.0,1832.4931524390245,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.6649999999999998,2.8893324858422385,0.6649999999999998,0.4975119255294812,1.1718162933693965,17.297898841433913,0.052062947,0.0012229874,5.1777926e-07,0.0016707528,3.7416475e-10,4.775246e-09,0.8108141,0.0010780087,7.030235e-07,4.237699e-10,0.13314997772405945,1.0,0,1,0,0,0,,0.07333333333333325,,,
1612,m7.2022-07-01.maze_trial47,3649.0,1832.7558976670202,0.0,0.0,0.0,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,1.9565217391304348,0.043478260869565216,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.43478260869565216,0.34782608695652173,0.0,0.13043478260869565,0.043478260869565216,0.0,0.13043478260869565,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.08695652173913043,0.17391304347826086,0.34782608695652173,0.13043478260869565,2.608695652173913,0.0,0.0,0.043478260869565216,0.0,0.17391304347826086,0.08695652173913043,0.5217391304347826,0.6956521739130435,0.043478260869565216,1.0,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.0,0.0,0.13043478260869565,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,0.0,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.5652173913043478,0.0,0.0,0.17391304347826086,0.30434782608695654,0.0,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.0,0.0,0.6721739130434783,0.6721739130434781,2.88215857279876,0.6721739130434781,0.5021968141139069,1.1904692010909035,28.384891929355714,0.016230557184347825,0.6649901266,0.0002063591432530435,0.0006134216,0.0007625901660501412,0.00010372111942269566,0.2472457836173913,0.0005640896739130435,6.367871776086956e-05,3.766155347826087e-10,0.06921967180124557,1.0,0,1,0,0,0,,0.07333333333333325,,,
1613,m7.2022-07-01.maze_trial47,3650.0,1833.2757066955735,0.0,0.037037037037037035,0.0,0.1111111111111111,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,1.4444444444444444,0.1111111111111111,0.0,0.0,0.18518518518518517,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.0,0.037037037037037035,0.14814814814814814,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,0.3333333333333333,0.037037037037037035,2.074074074074074,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.5925925925925926,0.5555555555555556,0.037037037037037035,0.48148148148148145,0.0,0.18518518518518517,0.2222222222222222,0.0,0.037037037037037035,0.4444444444444444,0.0,0.3333333333333333,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,0.37037037037037035,0.0,0.0,0.25925925925925924,0.14814814814814814,0.0,0.0,0.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.0,0.0,0.18518518518518517,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.7297301183734399,0.7206992129424421,2.815999152508905,0.7383333333333333,0.5351538092006798,1.2226052833761314,67.20412284951706,0.00055388664,0.95538825,0.0002964147400000001,0.0001508392,0.0010962232,0.00014909702,0.0006846451999999999,0.0003392501,9.123058400000002e-05,3.559855e-10,0.041250162960014485,1.0,0,1,0,0,0,,0.07333333333333325,,,
1614,m7.2022-07-01.maze_trial47,3651.0,1833.759853,0.0,0.0,0.0,0.03333333333333333,0.26666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.5,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.4666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.1,0.26666666666666666,0.4,0.03333333333333333,1.7333333333333334,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.23333333333333334,0.5,0.03333333333333333,0.6,0.0,0.16666666666666666,0.06666666666666667,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.4,0.26666666666666666,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.8216792298843573,0.7238161800806469,2.7011182303954917,0.8353884920736147,0.6360833468443011,1.2263648954815214,137.98457130769935,0.0003039041665,0.97357306,0.000178759125,0.0001007199875,0.00058105501,9.6837591e-05,0.000373946585,0.00019689790400000002,8.7929087e-05,2.07230605e-10,0.024506890336769394,2.0,0,0,1,0,0,,,0.1936427663402398,,
1615,m7.2022-07-01.maze_trial47,3652.0,1834.259713,0.0,0.03333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1,1.8333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.43333333333333335,0.26666666666666666,0.06666666666666667,1.8666666666666667,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.5,0.36666666666666664,0.03333333333333333,0.5333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.2,0.06666666666666667,0.2,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.0,0.16666666666666666,0.0,0.0,0.36666666666666664,0.3333333333333333,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.13333333333333333,0.0,0.03333333333333333,0.9115473769073064,0.6810622275675139,2.6064754640552517,0.8368333333333332,0.6920833099376964,1.167983590250804,162.50050100025248,5.3921693e-05,0.99175787,6.110351e-05,5.0600775e-05,6.588682e-05,4.4578162e-05,6.324797e-05,5.4545708e-05,8.462759e-05,5.847571e-11,0.007763617713524296,2.0,0,0,1,0,0,,,0.1936427663402398,,
1616,m7.2022-07-01.maze_trial47,3653.0,1834.759573,0.0,0.0,0.0,0.16666666666666666,0.1,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,0.06666666666666667,0.0,0.1,0.16666666666666666,0.03333333333333333,0.0,0.1,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.2,0.0,0.13333333333333333,0.13333333333333333,0.0,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2,0.1,1.9,0.0,0.03333333333333333,0.0,0.0,0.1,0.0,0.3,0.4,0.0,0.7,0.0,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.4,0.1,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.2,0.1,0.0,0.06666666666666667,1.018714043573973,0.6151412294492595,2.507475464055252,0.7864460317055413,0.7205389355222153,1.0872336278563062,143.62606318941386,3.131935316666666e-05,0.9937751823333334,3.0369186316666665e-05,3.51035561e-05,4.8800329e-05,3.535683373333333e-05,5.071672266666666e-05,3.2184285e-05,5.050011743333333e-05,6.358931933333334e-11,0.005910467219660627,2.0,0,0,1,0,0,,,0.1936427663402398,,
1617,m7.2022-07-01.maze_trial47,3654.0,1835.259433,0.0,0.0,0.0,0.06666666666666667,0.23333333333333334,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.066666666666667,0.26666666666666666,0.0,0.06666666666666667,0.2,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.03333333333333333,0.0,0.2,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,0.0,0.1,0.13333333333333333,0.23333333333333334,0.03333333333333333,1.6666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.3333333333333333,0.0,0.4666666666666667,0.5666666666666667,0.0,0.43333333333333335,0.0,0.2,0.16666666666666666,0.03333333333333333,0.0,0.13333333333333333,0.1,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.03333333333333333,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.03333333333333333,0.26666666666666666,0.0,0.0,0.2,0.1,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.1,0.26666666666666666,0.2,0.0,0.0,1.1628537220779835,0.6271474276971475,2.351637393031188,0.8553333333333332,0.8227379691703046,1.0610730476818955,105.08810621308392,5.6006586933333335e-05,0.9922725533333333,2.6041966133333336e-05,2.7327117e-05,2.2673651533333332e-05,5.1936122e-05,5.6063694e-05,2.9770195933333334e-05,8.40223704e-05,1.17878856e-10,0.0073736048448545125,1.0,0,1,0,0,0,,0.0,,,
1618,m7.2022-07-01.maze_trial47,3655.0,1835.759293,0.0,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.1,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,2.0,0.2,0.0,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.16666666666666666,0.0,0.06666666666666667,0.1,0.23333333333333334,0.0,0.16666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.03333333333333333,1.8,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.36666666666666664,0.43333333333333335,0.03333333333333333,0.6,0.0,0.1,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.36666666666666664,0.0,0.0,0.4,0.36666666666666664,0.0,0.03333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.03333333333333333,0.03333333333333333,0.0,1.292547376907306,0.702479924150769,2.132713619828425,0.9872042327907359,0.9494852785168729,1.062641795255516,105.51346300566644,0.019428022983333335,0.9562465183037799,8.37820552e-05,6.623376176666667e-05,3.986203644666667e-06,0.00011331689633333333,0.00011573073433333334,8.849393950000001e-05,0.007375927963333334,1.09217258e-09,0.016477986066602914,2.0,0,0,1,0,0,,,0.0,,
1619,m7.2022-07-01.maze_trial47,3656.0,1836.259153,0.0,0.03333333333333333,0.0,0.03333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.1,0.1,0.0,0.1,0.26666666666666666,0.1,0.0,0.13333333333333333,0.1,0.03333333333333333,0.3333333333333333,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.26666666666666666,0.3,0.36666666666666664,0.06666666666666667,1.7666666666666666,0.0,0.0,0.0,0.0,0.2,0.1,0.36666666666666664,0.8,0.06666666666666667,0.8,0.0,0.16666666666666666,0.13333333333333333,0.1,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.0,0.1,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.4,0.0,0.0,0.23333333333333334,0.1,0.0,0.0,0.0,0.1,0.0,0.13333333333333333,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,1.3663298217515565,0.7631389804833257,2.024354948186937,1.0781666666666665,1.0393284388216235,1.071310600525018,96.37689286721363,0.5799646,1.0491134e-06,0.0013119318,0.0011548997,1.0787834e-07,0.0011669358,0.0014284118,0.001442422,0.21707533,2.76455e-08,0.1964542842627598,1.0,0,1,0,0,0,,0.07840317258533935,,,
