,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
,,,,m4.2022-07-05.maze_cluster0,m4.2022-07-05.maze_cluster1,m4.2022-07-05.maze_cluster2,m4.2022-07-05.maze_cluster3,m4.2022-07-05.maze_cluster4,m4.2022-07-05.maze_cluster5,m4.2022-07-05.maze_cluster6,m4.2022-07-05.maze_cluster7,m4.2022-07-05.maze_cluster8,m4.2022-07-05.maze_cluster9,m4.2022-07-05.maze_cluster10,m4.2022-07-05.maze_cluster11,m4.2022-07-05.maze_cluster12,m4.2022-07-05.maze_cluster13,m4.2022-07-05.maze_cluster14,m4.2022-07-05.maze_cluster15,m4.2022-07-05.maze_cluster16,m4.2022-07-05.maze_cluster17,m4.2022-07-05.maze_cluster18,m4.2022-07-05.maze_cluster20,m4.2022-07-05.maze_cluster21,m4.2022-07-05.maze_cluster22,m4.2022-07-05.maze_cluster23,m4.2022-07-05.maze_cluster24,m4.2022-07-05.maze_cluster25,m4.2022-07-05.maze_cluster26,m4.2022-07-05.maze_cluster27,m4.2022-07-05.maze_cluster28,m4.2022-07-05.maze_cluster29,m4.2022-07-05.maze_cluster30,m4.2022-07-05.maze_cluster31,m4.2022-07-05.maze_cluster32,m4.2022-07-05.maze_cluster33,m4.2022-07-05.maze_cluster34,m4.2022-07-05.maze_cluster35,m4.2022-07-05.maze_cluster36,m4.2022-07-05.maze_cluster37,m4.2022-07-05.maze_cluster38,m4.2022-07-05.maze_cluster39,m4.2022-07-05.maze_cluster40,m4.2022-07-05.maze_cluster41,m4.2022-07-05.maze_cluster42,m4.2022-07-05.maze_cluster43,m4.2022-07-05.maze_cluster44,m4.2022-07-05.maze_cluster45,m4.2022-07-05.maze_cluster46,m4.2022-07-05.maze_cluster47,m4.2022-07-05.maze_cluster48,m4.2022-07-05.maze_cluster49,m4.2022-07-05.maze_cluster50,m4.2022-07-05.maze_cluster51,m4.2022-07-05.maze_cluster52,m4.2022-07-05.maze_cluster53,m4.2022-07-05.maze_cluster54,m4.2022-07-05.maze_cluster55,m4.2022-07-05.maze_cluster56,m4.2022-07-05.maze_cluster57,m4.2022-07-05.maze_cluster58,m4.2022-07-05.maze_cluster59,m4.2022-07-05.maze_cluster60,m4.2022-07-05.maze_cluster61,m4.2022-07-05.maze_cluster62,m4.2022-07-05.maze_cluster63,m4.2022-07-05.maze_cluster64,m4.2022-07-05.maze_cluster65,m4.2022-07-05.maze_cluster66,m4.2022-07-05.maze_cluster67,m4.2022-07-05.maze_cluster68,m4.2022-07-05.maze_cluster69,m4.2022-07-05.maze_cluster70,m4.2022-07-05.maze_cluster71,m4.2022-07-05.maze_cluster72,m4.2022-07-05.maze_cluster73,m4.2022-07-05.maze_cluster74,m4.2022-07-05.maze_cluster75,m4.2022-07-05.maze_cluster76,m4.2022-07-05.maze_cluster77,m4.2022-07-05.maze_cluster78,m4.2022-07-05.maze_cluster79,m4.2022-07-05.maze_cluster80,m4.2022-07-05.maze_cluster81,m4.2022-07-05.maze_cluster82,m4.2022-07-05.maze_cluster83,m4.2022-07-05.maze_cluster84,m4.2022-07-05.maze_cluster85,m4.2022-07-05.maze_cluster86,m4.2022-07-05.maze_cluster87,m4.2022-07-05.maze_cluster88,m4.2022-07-05.maze_cluster89,m4.2022-07-05.maze_cluster90,m4.2022-07-05.maze_cluster91,m4.2022-07-05.maze_cluster92,m4.2022-07-05.maze_cluster93,m4.2022-07-05.maze_cluster94,m4.2022-07-05.maze_cluster95,m4.2022-07-05.maze_cluster96,m4.2022-07-05.maze_cluster97,m4.2022-07-05.maze_cluster98,m4.2022-07-05.maze_cluster99,geodesic,euclidean,future,manhattan,x,y,value,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,non_route,cluster_label,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
0,m4.2022-07-05.maze_trial1,0.0,4.270027072758038,0.0,0.0,0.2,0.16666666666666666,0.0,0.06666666666666667,0.0,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.1,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.23333333333333334,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.1,0.2,0.16666666666666666,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.1,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.0,0.4666666666666667,0.0,0.0,0.36666666666666664,0.03333333333333333,0.0,0.0,0.5333333333333333,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.03333333333333333,0.0,0.0,0.1,0.0,0.03333333333333333,0.03333333333333333,0.1,0.0,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.397783670953204,1.022796179945843,3.288856598041439,1.3849999999999996,0.14516408471832298,1.1790315829959803,201.14040981465268,3.8714323e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,1.0,0,1,0,0,0,,0.16709517756016012,,,
1,m4.2022-07-05.maze_trial1,1.0,4.778097321897427,0.0,0.0,0.10344827586206896,0.1724137931034483,0.0,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.0,0.034482758620689655,0.06896551724137931,0.20689655172413793,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.27586206896551724,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.20689655172413793,0.13793103448275862,0.06896551724137931,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.2413793103448276,0.06896551724137931,0.0,0.034482758620689655,0.13793103448275862,0.0,0.0,0.06896551724137931,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.3448275862068966,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.6206896551724138,0.0,0.034482758620689655,0.034482758620689655,0.0,0.1724137931034483,0.0,0.0,0.1724137931034483,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4804264388495711,0.9887385133621882,3.182772885510322,1.3030463875100535,0.13424850271173278,1.0890773988498552,189.42507608397938,3.871432299999999e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,1.0,0,1,0,0,0,,0.16709517756016012,,,
2,m4.2022-07-05.maze_trial1,2.0,5.27485134155185,0.0,0.03571428571428571,0.17857142857142858,0.21428571428571427,0.0,0.07142857142857142,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.10714285714285714,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.0,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.5,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.32142857142857145,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0,0.10714285714285714,0.0,0.0,0.5714285714285714,0.10714285714285714,0.0,0.03571428571428571,0.32142857142857145,0.0,0.0,0.07142857142857142,0.0,0.10714285714285714,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,1.5167614204812785,0.9693296652842106,3.121761420481279,1.2599999999999996,0.13171950966625706,1.049318674764497,170.55849267161693,3.8714323e-05,0.2761401,0.00037893178999999993,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506000000001,7.046971e-05,0.010281795135290706,1.0,0,1,0,0,0,,0.16709517756016012,,,
3,m4.2022-07-05.maze_trial1,3.0,5.770374146683004,0.0,0.0,0.06896551724137931,0.10344827586206896,0.0,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.0,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.2413793103448276,0.0,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.0,0.034482758620689655,0.0,0.0,0.13793103448275862,0.10344827586206896,0.0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.27586206896551724,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.0,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.3103448275862069,0.034482758620689655,0.0,0.06896551724137931,0.3103448275862069,0.0,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.0,0.1724137931034483,0.0,0.13793103448275862,0.10344827586206896,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.20689655172413793,0.10344827586206896,0.06896551724137931,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,1.5167614204812785,0.9693296652842105,3.121761420481279,1.2599999999999996,0.13265676666982718,1.0518245997742406,170.06631774029313,3.871432299999999e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,2.0,0,0,1,0,0,,,0.0,,
4,m4.2022-07-05.maze_trial1,4.0,6.281738578680204,0.0,0.0,0.10714285714285714,0.35714285714285715,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.2857142857142857,0.03571428571428571,0.0,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.0,0.0,0.25,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.0,0.4642857142857143,0.21428571428571427,0.0,0.17857142857142858,0.0,0.03571428571428571,0.14285714285714285,0.07142857142857142,0.10714285714285714,0.35714285714285715,0.10714285714285714,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.0,0.0,0.03571428571428571,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.32142857142857145,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.03571428571428571,0.6071428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0,0.03571428571428571,0.0,0.21428571428571427,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.0,1.5521185633384214,0.9840858957355938,3.0606899919098502,1.2599999999999996,0.1270255320996349,1.0325535023598131,189.85003829465296,3.8714323e-05,0.2761401,0.00037893178999999993,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506000000001,7.046971e-05,0.010281795135290706,1.0,0,1,0,0,0,,0.0,,,
5,m4.2022-07-05.maze_trial1,5.0,6.767798919091659,0.0,0.0,0.13793103448275862,0.06896551724137931,0.0,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.1724137931034483,0.1724137931034483,0.20689655172413793,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.41379310344827586,0.20689655172413793,0.0,0.10344827586206896,0.0,0.0,0.034482758620689655,0.0,0.0,0.20689655172413793,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.10344827586206896,0.0,0.10344827586206896,0.0,0.0,0.20689655172413793,0.20689655172413793,0.0,0.034482758620689655,0.4827586206896552,0.0,0.034482758620689655,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.3793103448275862,0.0,0.13793103448275862,0.10344827586206896,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.3103448275862069,0.0,1.558485558412313,0.9867431479624713,3.031761420481279,1.2599999999999996,0.11762037156503907,1.0411368027929129,230.71624768772864,3.871432299999999e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,4.0,0,0,0,0,1,,,,,0.0
6,m4.2022-07-05.maze_trial1,6.0,7.271637140145524,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.1724137931034483,0.13793103448275862,0.0,0.0,0.034482758620689655,0.1724137931034483,0.0,0.41379310344827586,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.0,0.27586206896551724,0.0,0.0,0.2413793103448276,0.06896551724137931,0.0,0.27586206896551724,0.20689655172413793,0.0,0.034482758620689655,0.06896551724137931,0.0,0.1724137931034483,0.0,0.0,0.1724137931034483,0.0,0.2413793103448276,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.27586206896551724,0.0,1.5281407308261061,0.9740787969237361,3.031761420481279,1.2599999999999996,0.11510266521329202,1.0471978462422598,235.0832918575197,3.871432299999999e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,4.0,0,0,0,0,1,,,,,0.0
7,m4.2022-07-05.maze_trial1,7.0,7.772889908256881,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.16666666666666666,0.13333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.1,0.03333333333333333,0.3333333333333333,0.16666666666666666,0.2,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.1,0.06666666666666667,0.0,0.5,0.0,0.0,0.16666666666666666,0.03333333333333333,0.0,0.16666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.1,0.0,0.16666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.16666666666666666,0.1,0.03333333333333333,0.1,0.03333333333333333,0.1,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.5295947538146117,0.974685630411009,3.031761420481279,1.2599999999999996,0.11526830009746648,1.0470538595560668,233.74133938714047,3.8714323e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,4.0,0,0,0,0,1,,,,,0.0
8,m4.2022-07-05.maze_trial1,8.0,8.272720391302144,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.36666666666666664,0.06666666666666667,0.23333333333333334,0.03333333333333333,0.0,0.0,0.1,0.0,0.4666666666666667,0.2,0.26666666666666666,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.16666666666666666,0.2,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.5333333333333333,0.0,0.0,0.2,0.03333333333333333,0.0,0.26666666666666666,0.2,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,1.5717614204812784,0.992283801541918,3.031761420481279,1.2599999999999996,0.10825293237103496,1.0419441657654978,237.7508452011951,3.8714323e-05,0.2761401,0.00037893179,0.0002329063,0.6070767,0.0006552249,0.00011009596,1.8817092e-09,0.10501506,7.046971e-05,0.010281795135290706,4.0,0,0,0,0,1,,,,,0.0
