,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
,,,,m4.2022-07-02.maze_cluster0,m4.2022-07-02.maze_cluster1,m4.2022-07-02.maze_cluster2,m4.2022-07-02.maze_cluster3,m4.2022-07-02.maze_cluster4,m4.2022-07-02.maze_cluster6,m4.2022-07-02.maze_cluster7,m4.2022-07-02.maze_cluster8,m4.2022-07-02.maze_cluster9,m4.2022-07-02.maze_cluster10,m4.2022-07-02.maze_cluster11,m4.2022-07-02.maze_cluster12,m4.2022-07-02.maze_cluster13,m4.2022-07-02.maze_cluster14,m4.2022-07-02.maze_cluster15,m4.2022-07-02.maze_cluster16,m4.2022-07-02.maze_cluster17,m4.2022-07-02.maze_cluster18,m4.2022-07-02.maze_cluster19,m4.2022-07-02.maze_cluster20,m4.2022-07-02.maze_cluster21,m4.2022-07-02.maze_cluster22,m4.2022-07-02.maze_cluster23,m4.2022-07-02.maze_cluster24,m4.2022-07-02.maze_cluster25,m4.2022-07-02.maze_cluster26,m4.2022-07-02.maze_cluster27,m4.2022-07-02.maze_cluster28,m4.2022-07-02.maze_cluster29,m4.2022-07-02.maze_cluster30,m4.2022-07-02.maze_cluster31,m4.2022-07-02.maze_cluster32,m4.2022-07-02.maze_cluster33,m4.2022-07-02.maze_cluster34,m4.2022-07-02.maze_cluster35,m4.2022-07-02.maze_cluster36,m4.2022-07-02.maze_cluster37,m4.2022-07-02.maze_cluster39,m4.2022-07-02.maze_cluster40,m4.2022-07-02.maze_cluster41,m4.2022-07-02.maze_cluster42,m4.2022-07-02.maze_cluster43,m4.2022-07-02.maze_cluster44,m4.2022-07-02.maze_cluster45,m4.2022-07-02.maze_cluster46,m4.2022-07-02.maze_cluster47,m4.2022-07-02.maze_cluster48,m4.2022-07-02.maze_cluster49,m4.2022-07-02.maze_cluster50,m4.2022-07-02.maze_cluster51,m4.2022-07-02.maze_cluster52,m4.2022-07-02.maze_cluster53,m4.2022-07-02.maze_cluster55,m4.2022-07-02.maze_cluster56,m4.2022-07-02.maze_cluster57,m4.2022-07-02.maze_cluster58,m4.2022-07-02.maze_cluster59,m4.2022-07-02.maze_cluster60,m4.2022-07-02.maze_cluster61,m4.2022-07-02.maze_cluster62,m4.2022-07-02.maze_cluster64,m4.2022-07-02.maze_cluster65,m4.2022-07-02.maze_cluster66,m4.2022-07-02.maze_cluster67,m4.2022-07-02.maze_cluster68,m4.2022-07-02.maze_cluster69,m4.2022-07-02.maze_cluster70,m4.2022-07-02.maze_cluster71,m4.2022-07-02.maze_cluster73,m4.2022-07-02.maze_cluster74,m4.2022-07-02.maze_cluster75,m4.2022-07-02.maze_cluster77,m4.2022-07-02.maze_cluster78,m4.2022-07-02.maze_cluster79,m4.2022-07-02.maze_cluster80,m4.2022-07-02.maze_cluster81,m4.2022-07-02.maze_cluster82,m4.2022-07-02.maze_cluster83,m4.2022-07-02.maze_cluster84,m4.2022-07-02.maze_cluster85,m4.2022-07-02.maze_cluster86,m4.2022-07-02.maze_cluster87,m4.2022-07-02.maze_cluster88,m4.2022-07-02.maze_cluster89,m4.2022-07-02.maze_cluster90,m4.2022-07-02.maze_cluster91,m4.2022-07-02.maze_cluster92,m4.2022-07-02.maze_cluster93,m4.2022-07-02.maze_cluster94,m4.2022-07-02.maze_cluster95,m4.2022-07-02.maze_cluster96,m4.2022-07-02.maze_cluster97,m4.2022-07-02.maze_cluster98,m4.2022-07-02.maze_cluster99,m4.2022-07-02.maze_cluster100,m4.2022-07-02.maze_cluster101,m4.2022-07-02.maze_cluster102,m4.2022-07-02.maze_cluster103,m4.2022-07-02.maze_cluster104,m4.2022-07-02.maze_cluster105,m4.2022-07-02.maze_cluster106,m4.2022-07-02.maze_cluster107,m4.2022-07-02.maze_cluster108,m4.2022-07-02.maze_cluster109,m4.2022-07-02.maze_cluster110,m4.2022-07-02.maze_cluster111,m4.2022-07-02.maze_cluster112,m4.2022-07-02.maze_cluster113,m4.2022-07-02.maze_cluster114,geodesic,euclidean,future,manhattan,x,y,value,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,non_route,cluster_label,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
0,m4.2022-07-02.maze_trial1,0.0,6.257793771300041,0.0,0.03333333333333333,0.2,0.0,0.0,0.1,0.0,0.0,0.03333333333333333,0.6,0.0,0.0,0.0,0.4,0.3333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.5333333333333333,0.03333333333333333,0.26666666666666666,0.1,0.06666666666666667,0.1,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.2,0.7,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.1,0.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.23333333333333334,0.0,0.23333333333333334,0.06666666666666667,0.0,0.0,0.23333333333333334,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.0,0.1,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28633333333333333,0.2095994289237752,0.31799999999999995,0.2863333333333334,0.508511675592446,0.43700579342217516,167.88103450161387,2.2509625e-10,0.22020018,0.15220018,0.11494512,0.09640457,0.10050936,0.18040118,8.036099e-11,0.11043135,0.0011773116,0.023730748094542675,1.0,0,1,0,0,0,,0.31799999999999995,,,
1,m4.2022-07-02.maze_trial1,1.0,6.750101694915255,0.0,0.0,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.3103448275862069,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.2413793103448276,0.0,0.13793103448275862,0.034482758620689655,0.5862068965517241,0.06896551724137931,0.0,0.06896551724137931,0.20689655172413793,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.13793103448275862,0.27586206896551724,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.13793103448275862,0.3448275862068966,0.06896551724137931,0.13793103448275862,0.0,0.0,0.0,0.41379310344827586,0.0,0.1724137931034483,0.0,0.0,0.0,0.13793103448275862,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19068965517241376,0.16664036167186502,0.22551724137931034,0.19068965517241382,0.5294721617368652,0.3600985181261276,142.485868685108,2.2509625e-10,0.22020018,0.15220018,0.11494512,0.09640457,0.10050936,0.18040118,8.036099e-11,0.11043135,0.0011773116,0.023730748094542675,1.0,0,1,0,0,0,,0.31799999999999995,,,
2,m4.2022-07-02.maze_trial1,2.0,7.257728521332554,0.0,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,0.3103448275862069,0.0,0.0,0.0,0.20689655172413793,0.4827586206896552,0.034482758620689655,0.034482758620689655,0.034482758620689655,1.0344827586206897,0.034482758620689655,0.3103448275862069,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.13793103448275862,0.20689655172413793,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.10344827586206896,0.27586206896551724,0.0,0.3448275862068966,0.0,0.034482758620689655,0.0,0.5172413793103449,0.0,0.3448275862068966,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.061206896551724135,0.06120689655172411,0.061206896551724135,0.06120689655172411,0.6280062204844284,0.32743974562804323,105.6496682630232,2.2509625e-10,0.22020018,0.15220018,0.11494512,0.09640457,0.10050936,0.18040118,8.036099e-11,0.11043135,0.0011773116,0.023730748094542675,1.0,0,1,0,0,0,,0.31799999999999995,,,
3,m4.2022-07-02.maze_trial1,3.0,7.7598877118644065,0.0,0.0,0.13333333333333333,0.06666666666666667,0.23333333333333334,0.13333333333333333,0.0,0.0,0.03333333333333333,0.1,0.03333333333333333,0.0,0.1,0.1,0.06666666666666667,0.0,0.06666666666666667,0.0,1.0666666666666667,0.1,0.13333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.16666666666666666,0.36666666666666664,0.2,0.0,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.13333333333333333,0.0,0.0,0.0,0.1,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675961486157827,0.32959438719883866,79.92053808263445,,,,,,,,,,,,1.0,0,1,0,0,0,,0.31799999999999995,,,
4,m4.2022-07-02.maze_trial1,4.0,8.035283898305085,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682355587306429,0.3313255178939519,60.62513647986077,,,,,,,,,,,,1.0,0,1,0,0,0,,0.31799999999999995,,,
5,m4.2022-07-02.maze_trial10,645.0,328.8843125,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.3333333333333333,0.0,0.5333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.4397140435739724,0.8538482216745938,3.1436379202264124,1.152596296201819,1.2416486966395723,1.273533542874712,18.438235117717905,0.019495629,0.002478488,0.0015882995,0.0021317946,0.0009856216,0.5132262,0.0986052,5.5878285e-08,0.001715736,0.14533974,0.2144332354217151,4.0,0,0,0,0,1,,,,,0.0
6,m4.2022-07-02.maze_trial10,646.0,329.2577085020243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.0,0.19230769230769232,0.0,0.11538461538461539,0.0,0.07692307692307693,0.0,0.0,0.19230769230769232,0.0,0.19230769230769232,0.0,0.0,0.0,0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.38461538461538464,0.0,0.11538461538461539,0.34615384615384615,0.19230769230769232,0.038461538461538464,0.0,0.0,0.0,0.11538461538461539,0.0,0.11538461538461539,0.19230769230769232,0.038461538461538464,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,1.432803787163716,0.8408650456963493,3.1363045868930794,1.1278656898033972,1.2354668412963377,1.2692218921773806,111.54275983741549,0.019495629,0.002478488,0.0015882995,0.0021317946,0.0009856216,0.5132262,0.0986052,5.5878285e-08,0.001715736,0.14533974,0.2144332354217151,2.0,0,0,1,0,0,,,0.0,,
7,m4.2022-07-02.maze_trial10,647.0,329.755890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.10714285714285714,0.07142857142857142,0.0,0.0,0.0,0.5,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.5357142857142857,0.25,0.07142857142857142,0.03571428571428571,0.0,0.0,0.03571428571428571,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.443380710240639,0.8240305992710387,3.1363045868930794,1.08,1.2132666108539536,1.2682808448066,311.01134680599824,0.019495628999999997,0.002478488,0.0015882995,0.0021317946,0.0009856216,0.5132262,0.09860520000000002,5.5878285e-08,0.001715736,0.14533974,0.2144332354217151,0.0,1,0,0,0,0,0.0,,,,
8,m4.2022-07-02.maze_trial10,648.0,330.2652516142788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.0,0.07142857142857142,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.4642857142857143,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.17857142857142858,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.35714285714285715,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,1.443380710240639,0.8240305992710387,3.1363045868930794,1.08,1.2128778500289774,1.2727693531168551,311.45928874469763,0.019495628999999997,0.002478488,0.0015882995,0.0021317946,0.0009856216,0.5132262,0.09860520000000002,5.5878285e-08,0.001715736,0.14533974,0.2144332354217151,2.0,0,0,1,0,0,,,0.0,,
