,trial_unique_ID,spk_bin,time,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,spike_count,distance_to_goal,distance_to_goal,distance_to_goal,distance_to_goal,centroid_position,centroid_position,head_direction,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,route_probability,cluster,cluster,cluster,cluster,cluster,cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster,fr_distance_for_cluster
,,,,m4.2022-07-04.maze_cluster0,m4.2022-07-04.maze_cluster1,m4.2022-07-04.maze_cluster2,m4.2022-07-04.maze_cluster3,m4.2022-07-04.maze_cluster4,m4.2022-07-04.maze_cluster5,m4.2022-07-04.maze_cluster6,m4.2022-07-04.maze_cluster7,m4.2022-07-04.maze_cluster8,m4.2022-07-04.maze_cluster9,m4.2022-07-04.maze_cluster10,m4.2022-07-04.maze_cluster11,m4.2022-07-04.maze_cluster12,m4.2022-07-04.maze_cluster13,m4.2022-07-04.maze_cluster14,m4.2022-07-04.maze_cluster15,m4.2022-07-04.maze_cluster16,m4.2022-07-04.maze_cluster17,m4.2022-07-04.maze_cluster18,m4.2022-07-04.maze_cluster19,m4.2022-07-04.maze_cluster20,m4.2022-07-04.maze_cluster21,m4.2022-07-04.maze_cluster22,m4.2022-07-04.maze_cluster23,m4.2022-07-04.maze_cluster24,m4.2022-07-04.maze_cluster25,m4.2022-07-04.maze_cluster26,m4.2022-07-04.maze_cluster27,m4.2022-07-04.maze_cluster28,m4.2022-07-04.maze_cluster29,m4.2022-07-04.maze_cluster30,m4.2022-07-04.maze_cluster31,m4.2022-07-04.maze_cluster32,m4.2022-07-04.maze_cluster34,m4.2022-07-04.maze_cluster35,m4.2022-07-04.maze_cluster36,m4.2022-07-04.maze_cluster37,m4.2022-07-04.maze_cluster38,m4.2022-07-04.maze_cluster39,m4.2022-07-04.maze_cluster40,m4.2022-07-04.maze_cluster41,m4.2022-07-04.maze_cluster42,m4.2022-07-04.maze_cluster43,m4.2022-07-04.maze_cluster44,m4.2022-07-04.maze_cluster45,m4.2022-07-04.maze_cluster46,m4.2022-07-04.maze_cluster47,m4.2022-07-04.maze_cluster48,m4.2022-07-04.maze_cluster49,m4.2022-07-04.maze_cluster50,m4.2022-07-04.maze_cluster51,m4.2022-07-04.maze_cluster52,m4.2022-07-04.maze_cluster53,m4.2022-07-04.maze_cluster54,m4.2022-07-04.maze_cluster55,m4.2022-07-04.maze_cluster56,m4.2022-07-04.maze_cluster58,m4.2022-07-04.maze_cluster59,m4.2022-07-04.maze_cluster60,m4.2022-07-04.maze_cluster61,m4.2022-07-04.maze_cluster62,m4.2022-07-04.maze_cluster63,m4.2022-07-04.maze_cluster64,m4.2022-07-04.maze_cluster65,m4.2022-07-04.maze_cluster66,m4.2022-07-04.maze_cluster67,m4.2022-07-04.maze_cluster68,m4.2022-07-04.maze_cluster69,m4.2022-07-04.maze_cluster70,m4.2022-07-04.maze_cluster71,m4.2022-07-04.maze_cluster72,m4.2022-07-04.maze_cluster73,m4.2022-07-04.maze_cluster74,m4.2022-07-04.maze_cluster75,m4.2022-07-04.maze_cluster76,m4.2022-07-04.maze_cluster77,m4.2022-07-04.maze_cluster78,m4.2022-07-04.maze_cluster79,m4.2022-07-04.maze_cluster80,m4.2022-07-04.maze_cluster81,m4.2022-07-04.maze_cluster82,m4.2022-07-04.maze_cluster83,m4.2022-07-04.maze_cluster84,m4.2022-07-04.maze_cluster85,m4.2022-07-04.maze_cluster86,m4.2022-07-04.maze_cluster87,m4.2022-07-04.maze_cluster88,m4.2022-07-04.maze_cluster89,m4.2022-07-04.maze_cluster90,m4.2022-07-04.maze_cluster91,m4.2022-07-04.maze_cluster92,m4.2022-07-04.maze_cluster93,m4.2022-07-04.maze_cluster94,m4.2022-07-04.maze_cluster95,m4.2022-07-04.maze_cluster96,m4.2022-07-04.maze_cluster97,m4.2022-07-04.maze_cluster98,m4.2022-07-04.maze_cluster99,m4.2022-07-04.maze_cluster100,m4.2022-07-04.maze_cluster101,m4.2022-07-04.maze_cluster102,geodesic,euclidean,future,manhattan,x,y,value,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,non_route,cluster_label,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
0,m4.2022-07-04.maze_trial1,0.0,8.272283720930234,0.0,0.03225806451612903,0.0,0.03225806451612903,0.16129032258064516,0.0,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.06451612903225806,0.0967741935483871,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0,0.06451612903225806,0.12903225806451613,0.0,0.0967741935483871,0.16129032258064516,0.0967741935483871,0.03225806451612903,0.0,0.16129032258064516,0.0,0.06451612903225806,0.0,0.22580645161290322,0.16129032258064516,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.0,0.1935483870967742,0.3870967741935484,0.12903225806451613,0.25806451612903225,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.0967741935483871,0.12903225806451613,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.3870967741935484,0.3548387096774194,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0967741935483871,0.06451612903225806,0.0,0.0,0.0967741935483871,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.3870967741935484,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.12903225806451613,0.0,0.06451612903225806,0.06451612903225806,0.3548387096774194,0.0,0.0,0.0,0.06451612903225806,0.0,0.16129032258064516,0.0,1.3883807102406394,1.049571341072154,1.988046953161758,1.44,0.5058498204145276,1.2491116770174016,235.52618111513883,0.05270908,1.5494351e-09,0.0002498927,0.4315354,0.0008388373,2.4918004999999998e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,1.0,0,1,0,0,0,,0.0,,,
1,m4.2022-07-04.maze_trial1,1.0,8.779293023255814,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,0.2,0.1,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.1,0.03333333333333333,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.16666666666666666,0.1,0.06666666666666667,0.1,0.0,0.03333333333333333,0.3,0.3,0.13333333333333333,0.16666666666666666,0.3,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.1,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.0,0.0,0.13333333333333333,0.16666666666666666,0.0,0.2,0.03333333333333333,0.0,0.0,0.0,0.4,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.03333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.0,0.1,0.06666666666666667,0.03333333333333333,0.0,1.3883807102406394,1.049571341072154,1.988046953161758,1.44,0.5012930250747792,1.2461397518082018,222.52366981799432,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,1.0,0,1,0,0,0,,0.0,,,
2,m4.2022-07-04.maze_trial1,2.0,9.277990697674419,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.1,0.13333333333333333,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.1,0.1,0.0,0.06666666666666667,0.0,0.1,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.1,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.3,0.06666666666666667,0.1,0.06666666666666667,0.0,0.0,0.1,0.0,0.03333333333333333,0.0,0.0,0.3,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.16666666666666666,0.43333333333333335,0.0,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.36666666666666664,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.23333333333333334,0.0,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.0,0.0,0.1,0.06666666666666667,0.0,0.1,0.0,1.3883807102406394,1.049571341072154,1.988046953161758,1.44,0.5028296922504637,1.246525731995456,221.70706172507394,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
3,m4.2022-07-04.maze_trial1,3.0,9.776910310077518,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.1,0.2,0.1,0.16666666666666666,0.1,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.2,0.1,0.03333333333333333,0.0,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.1,0.06666666666666667,0.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.3,0.13333333333333333,0.1,0.03333333333333333,0.3,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.36666666666666664,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.0,0.06666666666666667,0.23333333333333334,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.16666666666666666,0.0,0.36666666666666664,0.0,0.0,0.0,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.1,0.0,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.0,1.3883807102406394,1.049571341072154,1.988046953161758,1.44,0.5005087581647473,1.2465636365262251,223.06491356128984,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
4,m4.2022-07-04.maze_trial1,4.0,10.277256666666666,0.0,0.03333333333333333,0.0,0.1,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.1,0.13333333333333333,0.2,0.0,0.1,0.16666666666666666,0.13333333333333333,0.2,0.23333333333333334,0.1,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.1,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.1,0.03333333333333333,0.1,0.1,0.1,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.1,0.3333333333333333,0.26666666666666666,0.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.3,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.2,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.1,0.0,0.23333333333333334,0.0,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.0,1.3883807102406394,1.049571341072154,1.988046953161758,1.44,0.5018161867046305,1.2471341445076602,223.27776718676645,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
5,m4.2022-07-04.maze_trial1,5.0,10.777856666666668,0.0,0.06666666666666667,0.0,0.03333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.2,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.1,0.13333333333333333,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.0,0.2,0.16666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.1,0.0,0.1,0.2,0.23333333333333334,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.4,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.13333333333333333,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.23333333333333334,0.1,0.03333333333333333,0.1,0.13333333333333333,0.2,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.1,0.0,0.03333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.16666666666666666,0.0,0.03333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,1.3938807102406394,1.054915191282394,1.976046953161758,1.4477781745930518,0.49851006292534455,1.2486136461206807,238.08909495511176,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
6,m4.2022-07-04.maze_trial1,6.0,11.278456666666667,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.5,0.6,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.1,0.3,0.26666666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.2,0.23333333333333334,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.3,0.06666666666666667,0.23333333333333334,0.4,0.36666666666666664,0.23333333333333334,0.0,0.3,0.5666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.4,0.03333333333333333,0.0,0.0,0.13333333333333333,0.6,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.1,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.1,0.0,0.2,0.2,0.23333333333333334,0.3,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.03333333333333333,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.4397140435739726,1.0994472763677252,1.8980469531617579,1.5125962962018191,0.4823126335615655,1.2508943825232983,265.18188913482635,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
7,m4.2022-07-04.maze_trial1,7.0,11.779056666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.2,0.36666666666666664,0.1,0.03333333333333333,0.0,0.03333333333333333,0.1,0.06666666666666667,0.0,0.1,0.0,0.2,0.0,0.0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.13333333333333333,0.1,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.3,0.13333333333333333,0.0,0.2,0.5333333333333333,0.0,0.36666666666666664,0.2,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.43333333333333335,0.0,0.0,0.0,0.03333333333333333,0.36666666666666664,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.3333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.3,0.0,0.03333333333333333,0.06666666666666667,0.2,0.0,0.03333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,1.441547376907306,1.1012285597711382,1.8980469531617579,1.5151890210661696,0.4826513054339381,1.262737100673016,297.967429146093,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,3.0,0,0,0,1,0,,,,0.09000000000000008,
8,m4.2022-07-04.maze_trial1,8.0,12.279656666666666,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.1,0.0,0.06666666666666667,0.03333333333333333,0.0,0.23333333333333334,0.03333333333333333,0.06666666666666667,0.0,0.0,0.1,0.0,0.1,0.1,0.06666666666666667,0.23333333333333334,0.0,0.23333333333333334,0.2,0.3333333333333333,0.16666666666666666,0.1,0.2,0.5333333333333333,0.03333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.36666666666666664,0.0,0.1,0.2,0.1,0.03333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.1,0.0,0.0,0.23333333333333334,0.2,0.0,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.03333333333333333,0.06666666666666667,0.1,0.1,0.0,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.0,0.0,0.2,0.0,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.0,0.1,0.06666666666666667,0.0,0.0,1.4433807102406393,1.1030098431745516,1.8980469531617579,1.5177817459305203,0.4907398120959515,1.274877954021633,319.922797863337,0.05270908,1.5494351e-09,0.0002498927,0.43153540000000007,0.0008388373,2.4918005e-05,6.199082e-10,0.015553142,5.30148e-10,0.47338697,0.02570175729550872,1.0,0,1,0,0,0,,0.0,,,
